N	E	E1	E2	E1/E0	E2/E0	|1-E1/E0|(percent)	|1-E2/E0|(percent)
2	0.2943	0.1137	25.6159	0.3863	87.0329	61.3663	8603.2891
3	0.2943	0.2031	0.6046	0.6901	2.0543	30.9884	105.425
4	0.2943	0.2369	0.4961	0.8048	1.6857	19.5202	68.5684
5	0.2943	0.2557	0.401	0.8688	1.3623	13.1184	36.2345
6	0.2943	0.2666	0.3652	0.9057	1.2407	9.4297	24.0689
7	0.2943	0.2735	0.3445	0.9292	1.1706	7.0756	17.0567
8	0.2943	0.2781	0.332	0.945	1.1279	5.4961	12.7851
9	0.2943	0.2814	0.3236	0.9561	1.0995	4.3871	9.9548
10	0.2943	0.2838	0.3178	0.9642	1.0798	3.5803	7.98
11	0.2943	0.2856	0.3136	0.9702	1.0654	2.9759	6.5445
12	0.2943	0.2869	0.3104	0.9749	1.0547	2.5119	5.4669
13	0.2943	0.288	0.308	0.9785	1.0464	2.1481	4.6368
14	0.2943	0.2889	0.306	0.9814	1.0398	1.8577	3.9832
15	0.2943	0.2895	0.3045	0.9838	1.0346	1.6224	3.4593
16	0.2943	0.2901	0.3033	0.9857	1.0303	1.4291	3.0327
17	0.2943	0.2906	0.3022	0.9873	1.0268	1.2684	2.6806
18	0.2943	0.291	0.3013	0.9887	1.0239	1.1334	2.3866
19	0.2943	0.2913	0.3006	0.9898	1.0214	1.0188	2.1385
20	0.2943	0.2916	0.3	0.9908	1.0193	0.9209	1.9272
21	0.2943	0.2919	0.2995	0.9916	1.0175	0.8364	1.7457
22	0.2943	0.2921	0.299	0.9924	1.0159	0.7631	1.5887
23	0.2943	0.2923	0.2986	0.993	1.0145	0.6991	1.452
24	0.2943	0.2924	0.2982	0.9936	1.0133	0.6429	1.3321
25	0.2943	0.2926	0.2979	0.9941	1.0123	0.5932	1.2265
26	0.2943	0.2927	0.2977	0.9945	1.0113	0.5491	1.133
27	0.2943	0.2928	0.2974	0.9949	1.0105	0.5098	1.0497
28	0.2943	0.2929	0.2972	0.9953	1.0098	0.4746	0.9752
29	0.2943	0.293	0.297	0.9956	1.0091	0.4429	0.9084
30	0.2943	0.2931	0.2968	0.9959	1.0085	0.4144	0.8482
31	0.2943	0.2932	0.2967	0.9961	1.0079	0.3886	0.7937
32	0.2943	0.2932	0.2965	0.9963	1.0074	0.3651	0.7443
33	0.2943	0.2933	0.2964	0.9966	1.007	0.3437	0.6994
34	0.2943	0.2934	0.2963	0.9968	1.0066	0.3242	0.6583
35	0.2943	0.2934	0.2962	0.9969	1.0062	0.3063	0.6208
36	0.2943	0.2935	0.2961	0.9971	1.0059	0.2899	0.5864
37	0.2943	0.2935	0.296	0.9973	1.0055	0.2748	0.5547
38	0.2943	0.2936	0.2959	0.9974	1.0053	0.2609	0.5255
39	0.2943	0.2936	0.2958	0.9975	1.005	0.248	0.4985
40	0.2943	0.2936	0.2957	0.9976	1.0047	0.2361	0.4735
41	0.2943	0.2937	0.2956	0.9978	1.0045	0.225	0.4504
42	0.2943	0.2937	0.2956	0.9979	1.0043	0.2147	0.4288
43	0.2943	0.2937	0.2955	0.9979	1.0041	0.2051	0.4088
44	0.2943	0.2937	0.2955	0.998	1.0039	0.1962	0.3901
45	0.2943	0.2938	0.2954	0.9981	1.0037	0.1878	0.3727
46	0.2943	0.2938	0.2954	0.9982	1.0036	0.18	0.3564
47	0.2943	0.2938	0.2953	0.9983	1.0034	0.1727	0.3411
48	0.2943	0.2938	0.2953	0.9983	1.0033	0.1659	0.3267
49	0.2943	0.2939	0.2952	0.9984	1.0031	0.1594	0.3133
50	0.2943	0.2939	0.2952	0.9985	1.003	0.1534	0.3006
