N	E	E1	E2	E1/E0	E2/E0	|1-E1/E0|(percent)	|1-E2/E0|(percent)
2	0.1205	0.066	0.1921	0.5474	1.5946	45.2557	59.462
3	0.1205	0.094	0.1392	0.7797	1.1551	22.0252	15.5066
4	0.1205	0.1043	0.1335	0.866	1.1077	13.3993	10.771
5	0.1205	0.1098	0.1289	0.9113	1.07	8.8721	7.0029
6	0.1205	0.1129	0.1264	0.9372	1.0493	6.2833	4.9309
7	0.1205	0.1149	0.1249	0.9533	1.0365	4.6733	3.6481
8	0.1205	0.1161	0.1239	0.9639	1.028	3.6078	2.8045
9	0.1205	0.117	0.1232	0.9713	1.0222	2.8677	2.2211
10	0.1205	0.1177	0.1227	0.9767	1.018	2.3335	1.8014
11	0.1205	0.1182	0.1223	0.9806	1.0149	1.9356	1.4896
12	0.1205	0.1185	0.122	0.9837	1.0125	1.6315	1.2518
13	0.1205	0.1188	0.1218	0.9861	1.0107	1.3939	1.0662
14	0.1205	0.119	0.1216	0.988	1.0092	1.2048	0.9188
15	0.1205	0.1192	0.1215	0.9895	1.008	1.0518	0.7996
16	0.1205	0.1194	0.1213	0.9907	1.007	0.9264	0.702
17	0.1205	0.1195	0.1212	0.9918	1.0062	0.8223	0.621
18	0.1205	0.1196	0.1212	0.9927	1.0055	0.7349	0.5531
19	0.1205	0.1197	0.1211	0.9934	1.005	0.6609	0.4956
20	0.1205	0.1198	0.121	0.994	1.0045	0.5977	0.4465
21	0.1205	0.1198	0.121	0.9946	1.004	0.5432	0.4042
22	0.1205	0.1199	0.1209	0.995	1.0037	0.4959	0.3675
23	0.1205	0.1199	0.1209	0.9955	1.0034	0.4547	0.3355
24	0.1205	0.12	0.1209	0.9958	1.0031	0.4184	0.3074
25	0.1205	0.12	0.1208	0.9961	1.0028	0.3865	0.2826
26	0.1205	0.1201	0.1208	0.9964	1.0026	0.3581	0.2606
27	0.1205	0.1201	0.1208	0.9967	1.0024	0.3328	0.241
28	0.1205	0.1201	0.1208	0.9969	1.0022	0.3102	0.2234
29	0.1205	0.1201	0.1207	0.9971	1.0021	0.2898	0.2077
30	0.1205	0.1202	0.1207	0.9973	1.0019	0.2715	0.1935
31	0.1205	0.1202	0.1207	0.9975	1.0018	0.2549	0.1806
32	0.1205	0.1202	0.1207	0.9976	1.0017	0.2398	0.1689
33	0.1205	0.1202	0.1207	0.9977	1.0016	0.2261	0.1583
34	0.1205	0.1202	0.1207	0.9979	1.0015	0.2135	0.1486
35	0.1205	0.1202	0.1207	0.998	1.0014	0.202	0.1397
36	0.1205	0.1203	0.1206	0.9981	1.0013	0.1915	0.1315
37	0.1205	0.1203	0.1206	0.9982	1.0012	0.1818	0.124
38	0.1205	0.1203	0.1206	0.9983	1.0012	0.1728	0.1171
39	0.1205	0.1203	0.1206	0.9984	1.0011	0.1646	0.1107
40	0.1205	0.1203	0.1206	0.9984	1.001	0.1569	0.1048
41	0.1205	0.1203	0.1206	0.9985	1.001	0.1498	0.0993
42	0.1205	0.1203	0.1206	0.9986	1.0009	0.1432	0.0942
43	0.1205	0.1203	0.1206	0.9986	1.0009	0.1371	0.0894
44	0.1205	0.1203	0.1206	0.9987	1.0008	0.1314	0.085
45	0.1205	0.1203	0.1206	0.9987	1.0008	0.126	0.0808
46	0.1205	0.1203	0.1206	0.9988	1.0008	0.121	0.0769
47	0.1205	0.1203	0.1206	0.9988	1.0007	0.1163	0.0733
48	0.1205	0.1204	0.1206	0.9989	1.0007	0.1119	0.0699
49	0.1205	0.1204	0.1206	0.9989	1.0007	0.1078	0.0667
50	0.1205	0.1204	0.1206	0.999	1.0006	0.1039	0.0637
