"Disp"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"
82.0	3.447009	4.634	4.026787	4.895627	4.711403	4.867834	4.819367	5.070402	5.061081	5.353747	5.788708	4.91568	4.947991	5.230716	5.05611
82.5	3.478147	4.664516	4.060396	4.926124	4.741277	4.900767	4.856028	5.105198	5.095256	5.384816	5.821641	4.949234	4.982788	5.267998	5.091528
83.0	3.50804	4.6969	4.09027	4.957242	4.774263	4.933078	4.887096	5.139995	5.129432	5.420234	5.853952	4.987759	5.025041	5.303416	5.12881
83.5	3.539801	4.727416	4.125123	4.989606	4.809116	4.961661	4.923758	5.177278	5.159879	5.453167	5.8844	5.018827	5.056731	5.335106	5.159258
84.0	3.56658	4.76229	4.158109	5.018858	4.838991	4.998944	4.958554	5.208346	5.197783	5.487964	5.919197	5.052382	5.0878	5.369903	5.194055
84.5	3.598341	4.792183	4.192962	5.051844	4.878201	5.033119	4.993973	5.240658	5.231337	5.518411	5.949023	5.085936	5.121975	5.402215	5.225745
85.0	3.628856	4.832663	4.222214	5.090432	4.912431	5.065431	5.030633	5.27794	5.261163	5.551965	5.981334	5.116383	5.156151	5.435769	5.25992
85.5	3.660618	4.861933	4.255822	5.120306	4.942306	5.099606	5.061081	5.308387	5.295339	5.58117	6.01116	5.147452	5.191569	5.467459	5.295339
86.0	3.688019	4.892448	4.289431	5.151424	4.976536	5.125704	5.094635	5.340077	5.328893	5.615967	6.04285	5.185977	5.222638	5.49977	5.327028
86.5	3.719157	4.924832	4.324284	5.180676	5.015124	5.161743	5.12881	5.371768	5.35934	5.647036	6.073918	5.217667	5.26427	5.533324	5.358718
87.0	3.750296	4.959707	4.354158	5.21304	5.046243	5.195297	5.162364	5.402836	5.399108	5.68059	6.106851	5.246871	5.29596	5.561907	5.392272
87.5	3.779566	4.9896	4.387766	5.246648	5.079851	5.229473	5.192812	5.440118	5.430176	5.712901	6.13792	5.279804	5.324543	5.595461	5.424584
88.0	3.810081	5.020115	4.42262	5.277767	5.114704	5.261785	5.22823	5.467459	5.463109	5.743969	6.165882	5.312116	5.35934	5.627773	5.456895
88.5	3.84122	5.053745	4.456851	5.313865	5.144578	5.297203	5.261785	5.501013	5.49542	5.773796	6.198193	5.346291	5.39103	5.661327	5.493556
89.0	3.87049	5.085506	4.486725	5.34374	5.178809	5.328271	5.296581	5.533324	5.530839	5.806728	6.227397	5.380466	5.416506	5.693638	5.52214
89.5	3.903496	5.117267	4.519088	5.376103	5.209306	5.351883	5.327028	5.569985	5.564393	5.83904	6.257845	5.410293	5.447575	5.72595	5.55383
90.0	3.929652	5.151519	4.553942	5.4066	5.250383	5.387301	5.35934	5.59919	5.596704	5.871351	6.286428	5.441982	5.480507	5.757019	5.588005
90.5	3.960791	5.183903	4.58755	5.433362	5.283369	5.421477	5.394137	5.628394	5.627151	5.899313	6.311904	5.473051	5.514061	5.788708	5.620317
91.0	3.99442	5.213796	4.616179	5.470082	5.31511	5.456895	5.427691	5.663813	5.660706	5.92976	6.341109	5.502255	5.546994	5.825369	5.654492
91.5	4.025558	5.243688	4.648543	5.496845	5.34374	5.489207	5.458138	5.697988	5.691774	5.963314	6.367828	5.532082	5.577442	5.854574	5.684939
92.0	4.051714	5.274204	4.680907	5.534187	5.375481	5.514061	5.489828	5.723464	5.720979	5.997489	0.106876	5.564393	5.616588	5.885021	5.712901
92.5	4.083476	5.312815	4.716382	5.563439	5.407845	5.54948	5.523382	5.750183	5.752669	6.025452	0.10874	5.601054	5.650142	5.913604	5.745213
93.0	4.115237	5.345199	4.745012	5.594558	5.438963	5.584277	5.558179	5.784359	5.781873	6.057141	0.111847	5.629015	5.681832	5.944052	5.780009
93.5	4.145752	5.371978	4.777997	5.625677	5.475061	5.618452	5.586762	5.814185	5.815427	6.088831	0.11309	5.661327	5.715386	5.97947	5.811078
94.0	4.173154	5.404984	4.810984	5.653061	5.506803	5.652007	5.620938	5.837175	5.847117	6.123007	0.114954	5.68991	5.743348	6.006189	5.839661
94.5	4.204292	5.433632	4.844592	5.689159	5.534187	5.671269	5.652628	5.868244	5.879429	6.15159	0.116197	5.716629	5.777524	6.036636	5.875079
95.0	4.23543	5.465393	4.872599	5.721523	5.564061	5.706066	5.686803	5.89807	5.911119	6.184523	0.116197	5.745834	5.807971	6.065219	5.908012
95.5	4.267191	5.491549	4.906208	5.748908	5.595181	5.730921	5.7216	5.93411	5.940323	6.218077	0.116197	5.775038	5.840282	6.094424	5.938459
96.0	4.296462	5.52331	4.938571	5.776292	5.628789	5.763854	5.750805	5.9571	5.971392	6.249146	0.117439	5.806107	5.879429	6.126735	5.963935
96.5	4.3276	5.55258	4.97218	5.807411	5.661152	5.796786	5.783738	5.989412	6.004325	6.275865	0.0	5.83469	5.909876	6.154076	5.998733
97.0	4.357492	5.58185	5.000809	5.83604	5.692271	5.820398	5.814806	6.016752	6.034772	6.308797	0.0	5.865137	5.940323	6.181416	6.031665
97.5	4.390499	5.61112	5.033795	5.871516	5.721523	5.849603	5.840904	6.047821	6.066462	6.339866	0.0	5.899934	5.972635	6.211242	6.054656
98.0	4.418523	5.637276	5.066159	5.898901	5.752019	5.88005	5.870729	6.07454	6.09691	6.372178	0.0	5.924789	6.004325	6.240447	6.079511
98.5	4.449662	5.661564	5.099767	5.926908	5.785006	5.915468	5.906148	6.104366	6.126735	6.398896	0.0	5.954615	6.036636	6.26903	6.103745
99.0	4.4808	5.696439	5.128397	5.955537	5.816747	5.940945	5.939702	6.12922	6.154076	6.429344	0.0	5.983819	6.067705	6.302584	0.139187
99.5	4.513807	5.723841	5.162005	5.985412	5.849111	5.976363	5.972635	6.161532	6.179552	6.458548	0.0	6.016752	6.097531	6.327438	0.096934
100.0	4.539963	5.754979	5.193124	6.012174	5.882719	6.000597	6.004946	6.185144	6.206892	6.490238	0.0	6.045957	6.128599	6.356022	0.111847
100.5	4.572347	5.783003	5.224243	6.040803	5.911971	6.040986	6.036636	6.218699	6.237339	6.514472	0.0	6.077025	6.161532	6.385848	0.121168
101.0	4.60224	5.81601	5.25225	6.075656	5.943712	6.073297	6.068947	6.241689	6.267787	6.54554	0.0	6.107472	6.193222	6.415674	0.127381
101.5	4.634623	5.849017	5.282124	6.101796	5.973586	6.105608	6.103745	6.274001	6.294506	6.571017	0.0	6.139163	0.989847	6.444257	0.132352
102.0	4.66327	5.877664	5.314488	6.129803	6.004705	6.124249	6.131706	6.29637	6.322468	6.600842	0.0	6.16961	0.103769	6.471597	0.134217
102.5	4.695654	5.911293	5.345607	6.158432	6.036447	6.161532	6.167124	0.231151	6.34608	6.62694	0.0	6.2013	0.116818	6.50018	0.139809
103.0	4.727416	5.941809	5.372369	6.184573	6.066943	6.195086	6.199436	0.102527	6.365963	6.657388	0.0	6.233611	0.123653	6.529385	0.141673
103.5	4.756685	5.971079	5.40411	6.218181	6.096195	6.229262	6.232368	0.104391	6.383362	6.687835	0.0	6.262195	0.127381	6.557968	0.14478
104.0	4.78471	6.000349	5.436474	6.241831	6.127936	6.242311	6.258466	0.106255	6.411945	6.719525	0.0	6.29202	0.13111	6.589036	0.141052
104.5	4.817094	6.030864	5.468215	6.269216	6.155943	6.279593	6.292642	0.107497	6.438043	6.750593	0.0	6.321846	0.134838	6.620727	0.0
105.0	4.848232	6.062003	5.496845	6.294111	6.187685	6.312526	6.32371	0.10874	6.464762	6.774827	0.0	6.35043	0.136702	6.648688	0.0
105.5	4.880616	6.093141	5.529208	6.322741	6.218181	6.345459	6.357886	0.108119	6.490238	6.805896	0.0	6.379013	0.139187	6.678514	0.0
106.0	4.906772	6.123656	5.559705	6.345146	6.248055	6.37777	6.385226	0.10874	6.518821	0.065866	0.0	6.408838	0.14043	6.707719	0.0
106.5	4.939156	6.154172	5.590824	6.370041	6.277929	6.411324	6.416916	0.10874	6.546162	0.06773	0.0	6.438043	0.142916	6.733195	0.0
107.0	4.968426	6.186556	5.615719	6.399293	6.304691	6.441771	6.449228	0.109362	6.573502	0.071458	0.0	6.466626	0.144158	6.763642	0.0
107.5	4.997073	6.195274	5.648705	6.422321	6.333943	6.474082	6.478432	0.110604	6.596493	0.073322	0.0	6.493345	0.145401	6.792847	0.0
108.0	5.028211	6.228904	5.679201	6.445349	6.362573	6.495209	6.510122	0.109983	6.623212	0.076429	0.0	6.520064	0.147265	6.820808	0.0
108.5	5.057481	6.261288	5.709698	6.472111	6.389335	6.530627	6.539948	0.109362	6.650552	0.07705	0.0	6.356022	0.149751	6.850635	0.0
109.0	5.089242	6.289312	5.73646	6.497006	6.418587	6.564182	6.569152	0.110604	6.676029	0.0	0.0	6.39144	0.151615	4.828688	0.0
109.5	5.116644	0.85568	5.765712	6.526881	6.446594	6.583444	6.601464	0.110604	6.704612	0.0	0.0	6.426858	0.153479	0.073943	0.0
110.0	5.14716	0.033007	5.796208	6.549286	6.47709	6.620727	6.630047	0.111226	6.728846	0.0	0.0	6.448606	0.154722	0.075807	0.0
110.5	5.177675	0.034252	5.82795	6.571692	6.501986	6.651795	6.65863	0.0	6.750593	0.0	0.0	6.478432	0.157207	0.07705	0.0
111.0	5.207568	0.03612	5.85409	4.47241	6.528125	6.683485	6.695291	0.0	6.770477	0.0	0.0	6.508879	0.157207	0.078293	0.0
111.5	5.23497	0.0	5.885209	0.03921	6.55551	6.715175	6.72636	0.0	0.093206	0.0	0.0	6.534977	0.159693	0.079536	0.0
112.0	5.264863	0.0	5.91446	0.040455	6.581028	6.745623	0.121789	0.0	0.083885	0.0	0.0	6.56356	0.160936	0.077672	0.0
112.5	5.295378	0.0	5.946202	0.041077	6.614636	6.763642	0.090099	0.0	0.085749	0.0	0.0	6.593386	0.164042	0.0	0.0
113.0	5.325893	0.0	5.973586	0.041699	6.638908	6.794089	0.093827	0.0	0.085128	0.0	0.0	6.623833	0.165907	0.0	0.0
113.5	5.353295	0.0	6.002216	0.043566	6.666915	6.826401	0.094449	0.0	0.087614	0.0	0.0	6.653038	0.167149	0.0	0.0
114.0	5.383188	0.0	6.032712	0.043566	6.692433	6.859334	0.095691	0.0	0.090099	0.0	0.0	6.682864	0.169013	0.0	0.0
114.5	5.413081	0.0	6.062586	0.044189	6.714839	6.891645	0.096313	0.0	0.089478	0.0	0.0	6.714554	0.170256	0.0	0.0
115.0	5.442973	0.0	6.091838	0.046678	6.740356	6.911529	0.098798	0.0	0.090099	0.0	0.0	6.740652	0.173363	0.0	0.0
115.5	5.468507	0.0	6.117356	0.047301	6.768986	6.943841	0.098798	0.0	0.091342	0.0	0.0	6.764264	0.172742	0.0	0.0
116.0	5.497777	0.0	6.147852	0.047923	6.795748	6.980501	0.09942	0.0	0.09072	0.0	0.0	6.791604	0.175848	0.0	0.0
116.5	5.528915	0.0	6.175237	0.047301	6.820021	6.996036	0.101284	0.0	0.092585	0.0	0.0	6.819566	0.177713	0.0	0.0
117.0	5.559431	0.0	6.206356	0.049168	6.838692	1.982179	0.100662	0.0	0.09072	0.0	0.0	6.845042	0.178955	0.0	0.0
117.5	5.586209	0.0	6.231873	0.049168	0.027385	0.114954	0.101905	0.0	0.0	0.0	0.0	0.060895	0.180819	0.0	0.0
118.0	5.616102	0.0	6.261125	0.049168	0.027385	0.116197	0.102527	0.0	0.0	0.0	0.0	0.060895	0.182684	0.0	0.0
118.5	5.645372	0.0	6.289754	0.0	0.026762	0.118061	0.102527	0.0	0.0	0.0	0.0	0.060273	0.183926	0.0	0.0
119.0	5.67651	0.0	6.319629	0.0	0.0	0.0	0.103769	0.0	0.0	0.0	0.0	0.062759	0.18579	0.0	0.0
119.5	5.703912	0.0	6.344524	0.0	0.0	0.0	0.105012	0.0	0.0	0.0	0.0	0.064001	0.18579	0.0	0.0
120.0	5.733182	0.0	6.371908	0.0	0.0	0.0	0.103148	0.0	0.0	0.0	0.0	0.064623	0.19014	0.0	0.0
120.5	5.763075	0.0	0.029874	0.0	0.0	0.0	0.106255	0.0	0.0	0.0	0.0	0.065244	0.19076100000000001	0.0	0.0
121.0	5.795459	0.0	0.031741	0.0	0.0	0.0	0.108119	0.0	0.0	0.0	0.0	0.064001	0.192004	0.0	0.0
121.5	5.819124	0.0	0.031741	0.0	0.0	0.0	0.108119	0.0	0.0	0.0	0.0	0.0	0.193247	0.0	0.0
122.0	5.850262	0.0	0.031741	0.0	0.0	0.0	0.10874	0.0	0.0	0.0	0.0	0.0	0.195732	0.0	0.0
122.5	5.881401	0.0	0.0	0.0	0.0	0.0	0.10874	0.0	0.0	0.0	0.0	0.0	0.196975	0.0	0.0
123.0	5.909425	0.0	0.0	0.0	0.0	0.0	0.109983	0.0	0.0	0.0	0.0	0.0	0.199461	0.0	0.0
123.5	5.936827	0.0	0.0	0.0	0.0	0.0	0.111226	0.0	0.0	0.0	0.0	0.0	0.201946	0.0	0.0
124.0	5.967342	0.0	0.0	0.0	0.0	0.0	0.112468	0.0	0.0	0.0	0.0	0.0	0.198218	0.0	0.0
124.5	5.996612	0.0	0.0	0.0	0.0	0.0	0.111847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125.0	6.022768	0.0	0.0	0.0	0.0	0.0	0.11309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
125.5	6.052038	0.0	0.0	0.0	0.0	0.0	0.114333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126.0	6.082554	0.0	0.0	0.0	0.0	0.0	0.115575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126.5	6.113692	0.0	0.0	0.0	0.0	0.0	0.115575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127.0	6.138603	0.0	0.0	0.0	0.0	0.0	0.116197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
127.5	6.166005	0.0	0.0	0.0	0.0	0.0	0.116818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128.0	6.195274	0.0	0.0	0.0	0.0	0.0	0.116818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128.5	6.225167	0.0	0.0	0.0	0.0	0.0	0.116197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129.0	6.249455	0.0	0.0	0.0	0.0	0.0	0.119304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129.5	6.278725	0.0	0.0	0.0	0.0	0.0	0.119304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.0	6.306749	0.0	0.0	0.0	0.0	0.0	0.121168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130.5	6.331038	0.0	0.0	0.0	0.0	0.0	0.121789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131.0	6.352834	0.0	0.0	0.0	0.0	0.0	0.121168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131.5	6.382104	0.0	0.0	0.0	0.0	0.0	0.116818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132.0	6.40826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132.5	6.436285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133.0	6.458704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133.5	6.48486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134.0	6.512885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134.5	6.538418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.0	0.048576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135.5	0.029893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136.0	0.032384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136.5	0.033007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137.0	0.032384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
148.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
153.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
155.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
156.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
160.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
161.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
165.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
166.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
169.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
171.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
173.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
176.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
177.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
178.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
179.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
180.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
