N	E	E1	E2	E1/E0	E2/E0	|1-E1/E0|(percent)	|1-E2/E0|(percent)
2	0.1051	0.059	0.1456	0.5616	1.3856	43.8391	38.5599
3	0.1051	0.0826	0.116	0.7865	1.1044	21.3503	10.4419
4	0.1051	0.0915	0.113	0.8709	1.0759	12.9116	7.5903
5	0.1051	0.0961	0.1104	0.9147	1.0504	8.5326	5.0412
6	0.1051	0.0987	0.1088	0.9397	1.0358	6.0349	3.5834
7	0.1051	0.1003	0.1079	0.9552	1.0267	4.485	2.6662
8	0.1051	0.1014	0.1072	0.9654	1.0206	3.4607	2.0567
9	0.1051	0.1022	0.1068	0.9725	1.0163	2.7499	1.6324
10	0.1051	0.1027	0.1065	0.9776	1.0133	2.2372	1.3258
11	0.1051	0.1031	0.1062	0.9814	1.011	1.8555	1.0973
12	0.1051	0.1034	0.106	0.9844	1.0092	1.5638	0.9226
13	0.1051	0.1037	0.1059	0.9866	1.0079	1.336	0.786
14	0.1051	0.1038	0.1058	0.9885	1.0068	1.1547	0.6773
15	0.1051	0.104	0.1057	0.9899	1.0059	1.0082	0.5894
16	0.1051	0.1041	0.1056	0.9911	1.0052	0.888	0.5173
17	0.1051	0.1042	0.1055	0.9921	1.0046	0.7883	0.4575
18	0.1051	0.1043	0.1055	0.993	1.0041	0.7046	0.4073
19	0.1051	0.1044	0.1054	0.9937	1.0036	0.6337	0.3647
20	0.1051	0.1045	0.1054	0.9943	1.0033	0.5731	0.3283
21	0.1051	0.1045	0.1054	0.9948	1.003	0.5209	0.297
22	0.1051	0.1046	0.1053	0.9952	1.0027	0.4756	0.2699
23	0.1051	0.1046	0.1053	0.9956	1.0025	0.4361	0.2461
24	0.1051	0.1046	0.1053	0.996	1.0023	0.4014	0.2253
25	0.1051	0.1047	0.1053	0.9963	1.0021	0.3708	0.2069
26	0.1051	0.1047	0.1053	0.9966	1.0019	0.3437	0.1906
27	0.1051	0.1047	0.1052	0.9968	1.0018	0.3194	0.1761
28	0.1051	0.1047	0.1052	0.997	1.0016	0.2978	0.163
29	0.1051	0.1048	0.1052	0.9972	1.0015	0.2783	0.1513
30	0.1051	0.1048	0.1052	0.9974	1.0014	0.2607	0.1408
31	0.1051	0.1048	0.1052	0.9976	1.0013	0.2448	0.1313
32	0.1051	0.1048	0.1052	0.9977	1.0012	0.2304	0.1226
33	0.1051	0.1048	0.1052	0.9978	1.0011	0.2172	0.1147
34	0.1051	0.1048	0.1052	0.9979	1.0011	0.2052	0.1075
35	0.1051	0.1049	0.1052	0.9981	1.001	0.1942	0.1009
36	0.1051	0.1049	0.1052	0.9982	1.0009	0.1841	0.0948
37	0.1051	0.1049	0.1052	0.9983	1.0009	0.1749	0.0893
38	0.1051	0.1049	0.1051	0.9983	1.0008	0.1663	0.0841
39	0.1051	0.1049	0.1051	0.9984	1.0008	0.1584	0.0794
40	0.1051	0.1049	0.1051	0.9985	1.0007	0.1511	0.075
41	0.1051	0.1049	0.1051	0.9986	1.0007	0.1443	0.0709
42	0.1051	0.1049	0.1051	0.9986	1.0007	0.1379	0.0671
43	0.1051	0.1049	0.1051	0.9987	1.0006	0.1321	0.0636
44	0.1051	0.1049	0.1051	0.9987	1.0006	0.1266	0.0603
45	0.1051	0.1049	0.1051	0.9988	1.0006	0.1214	0.0572
46	0.1051	0.1049	0.1051	0.9988	1.0005	0.1167	0.0543
47	0.1051	0.1049	0.1051	0.9989	1.0005	0.1122	0.0516
48	0.1051	0.1049	0.1051	0.9989	1.0005	0.108	0.0491
49	0.1051	0.105	0.1051	0.999	1.0005	0.104	0.0467
50	0.1051	0.105	0.1051	0.999	1.0004	0.1003	0.0444
